
Overlapped Volume Ratio to Surfaces Surfaces=P
 ==================== 
Overlapped Volume Ratio to Surfaces,Unit,Category,Surfaces,Time,ID,
0,,Surface,P,1,6624,
0.0649637,,Surface,P,1,6625,
0,,Surface,P,1,6626,
0,,Surface,P,1,6627,
0,,Surface,P,1,6628,
0,,Surface,P,1,6629,
0,,Surface,P,1,6630,
0,,Surface,P,1,6631,
0,,Surface,P,1,6632,
0,,Surface,P,1,6633,
0.063388,,Surface,P,1,6634,
0,,Surface,P,1,6635,
0,,Surface,P,1,6636,
0,,Surface,P,1,6638,
0.00122175,,Surface,P,1,6639,
0,,Surface,P,1,6641,
0.00119934,,Surface,P,1,6642,
0,,Surface,P,1,6643,
0,,Surface,P,1,6644,
0,,Surface,P,1,6645,
0,,Surface,P,1,6646,
0,,Surface,P,1,6647,
0.0276735,,Surface,P,1,6648,
0,,Surface,P,1,6649,
0,,Surface,P,1,6650,
0,,Surface,P,1,6651,
0,,Surface,P,1,6652,
0,,Surface,P,1,6653,
0,,Surface,P,1,6654,
0,,Surface,P,1,6655,
0.0964815,,Surface,P,1,6656,
0.0195912,,Surface,P,1,6657,
0.000337814,,Surface,P,1,6658,
0,,Surface,P,1,6659,
0,,Surface,P,1,6660,
0.093523,,Surface,P,1,6661,
0,,Surface,P,1,6662,
0,,Surface,P,1,6663,
0,,Surface,P,1,6664,
0,,Surface,P,1,6665,
0,,Surface,P,1,6667,
0.0904437,,Surface,P,1,6668,
0.000203529,,Surface,P,1,6669,
0,,Surface,P,1,6670,
0,,Surface,P,1,6671,
0.0515663,,Surface,P,1,6672,
0,,Surface,P,1,6673,
0,,Surface,P,1,6674,
0,,Surface,P,1,6675,
0,,Surface,P,1,6676,
0,,Surface,P,1,6678,
0.000193864,,Surface,P,1,6679,
0,,Surface,P,1,6680,
0,,Surface,P,1,6681,
0,,Surface,P,1,6682,
0,,Surface,P,1,6684,
0,,Surface,P,1,6685,
0,,Surface,P,1,6686,
0,,Surface,P,1,6687,
0,,Surface,P,1,6689,
0,,Surface,P,1,6690,
0,,Surface,P,1,6691,
0,,Surface,P,1,6692,
0,,Surface,P,1,6693,
0,,Surface,P,1,6694,
0,,Surface,P,1,6695,
0,,Surface,P,1,6696,
0,,Surface,P,1,6697,
0,,Surface,P,1,6698,
0,,Surface,P,1,6699,
0,,Surface,P,1,6701,
0.022331,,Surface,P,1,6702,
0,,Surface,P,1,6703,
0,,Surface,P,1,6704,
0.0190501,,Surface,P,1,6705,
0,,Surface,P,1,6706,
0,,Surface,P,1,6708,
0,,Surface,P,1,6709,
0,,Surface,P,1,6710,
0,,Surface,P,1,6711,
0,,Surface,P,1,6712,
0,,Surface,P,1,6714,
0,,Surface,P,1,6715,
0,,Surface,P,1,6716,
0.000968791,,Surface,P,1,6717,
0,,Surface,P,1,6718,
0,,Surface,P,1,6720,
0.00287776,,Surface,P,1,6721,
0,,Surface,P,1,6722,
0,,Surface,P,1,6723,
0,,Surface,P,1,6724,
0,,Surface,P,1,6726,
0,,Surface,P,1,6727,
0,,Surface,P,1,6728,
0,,Surface,P,1,6729,
0,,Surface,P,1,6730,
0,,Surface,P,1,6731,
0,,Surface,P,1,6735,
0,,Surface,P,1,6736,
0.0279981,,Surface,P,1,6738,
0.0133253,,Surface,P,1,6739,
0,,Surface,P,1,6740,
0,,Surface,P,1,6742,
0,,Surface,P,1,6743,
0,,Surface,P,1,6744,
0,,Surface,P,1,6745,
0,,Surface,P,1,6746,
0.0051215,,Surface,P,1,6747,
0,,Surface,P,1,6748,
0.00452859,,Surface,P,1,6750,
0,,Surface,P,1,6751,
0,,Surface,P,1,6752,
0,,Surface,P,1,6753,
0,,Surface,P,1,6754,
0,,Surface,P,1,6755,
0,,Surface,P,1,6756,
0,,Surface,P,1,6757,
0,,Surface,P,1,6758,
0,,Surface,P,1,6759,
0.00184627,,Surface,P,1,6760,
0,,Surface,P,1,6761,
0,,Surface,P,1,6763,
0.0150552,,Surface,P,1,6765,
0,,Surface,P,1,6766,
0,,Surface,P,1,6767,
0,,Surface,P,1,6769,
0,,Surface,P,1,6770,
0,,Surface,P,1,6771,
0,,Surface,P,1,6772,
0,,Surface,P,1,6773,
0,,Surface,P,1,6774,
0,,Surface,P,1,6776,
0,,Surface,P,1,6777,
0,,Surface,P,1,6778,
0,,Surface,P,1,6779,
0.0825319,,Surface,P,1,6780,
0,,Surface,P,1,6781,
0,,Surface,P,1,6782,
0,,Surface,P,1,6783,
0,,Surface,P,1,6784,
0,,Surface,P,1,6785,
0,,Surface,P,1,6786,
0,,Surface,P,1,6787,
0,,Surface,P,1,6788,
0,,Surface,P,1,6789,
0,,Surface,P,1,6790,
0,,Surface,P,1,6791,
0.00747483,,Surface,P,1,6793,
0.0110871,,Surface,P,1,6795,
0,,Surface,P,1,6798,
0,,Surface,P,1,6799,
0,,Surface,P,1,6800,
0,,Surface,P,1,6801,
0,,Surface,P,1,6803,
0,,Surface,P,1,6804,
0,,Surface,P,1,6805,
0,,Surface,P,1,6806,
0,,Surface,P,1,6807,
0,,Surface,P,1,6808,
0,,Surface,P,1,6809,
0,,Surface,P,1,6810,
0.0299882,,Surface,P,1,6811,
0,,Surface,P,1,6814,
0.00987623,,Surface,P,1,6815,
0.265981,,Surface,P,1,6817,
0.00634001,,Surface,P,1,6818,
0,,Surface,P,1,6819,
0,,Surface,P,1,6820,
0,,Surface,P,1,6822,
0,,Surface,P,1,6823,
0.00228394,,Surface,P,1,6824,
0,,Surface,P,1,6825,
0.109504,,Surface,P,1,6826,
0,,Surface,P,1,6827,
0.00507208,,Surface,P,1,6828,
0,,Surface,P,1,6829,
0,,Surface,P,1,6830,
0,,Surface,P,1,6831,
0,,Surface,P,1,6832,
0,,Surface,P,1,6836,
0,,Surface,P,1,6837,
0.000727381,,Surface,P,1,6838,
0,,Surface,P,1,6839,
0,,Surface,P,1,6840,
0,,Surface,P,1,6841,
0.133483,,Surface,P,1,6842,
0,,Surface,P,1,6843,
0,,Surface,P,1,6845,
0,,Surface,P,1,6846,
0,,Surface,P,1,6847,
0,,Surface,P,1,6848,
0,,Surface,P,1,6849,
0,,Surface,P,1,6850,
0,,Surface,P,1,6851,
0,,Surface,P,1,6852,
0.00202823,,Surface,P,1,6853,
0,,Surface,P,1,6854,
0,,Surface,P,1,6855,
0,,Surface,P,1,6856,
0,,Surface,P,1,6857,
0,,Surface,P,1,6858,
0,,Surface,P,1,6859,
0.0347098,,Surface,P,1,6860,
0,,Surface,P,1,6861,
0,,Surface,P,1,6862,
0,,Surface,P,1,6863,
0,,Surface,P,1,6864,
0,,Surface,P,1,6865,
0,,Surface,P,1,6866,
0,,Surface,P,1,6868,
0,,Surface,P,1,6869,
0,,Surface,P,1,6870,
0,,Surface,P,1,6871,
0,,Surface,P,1,6872,
0,,Surface,P,1,6873,
0,,Surface,P,1,6874,
0,,Surface,P,1,6875,
0,,Surface,P,1,6876,
0,,Surface,P,1,6877,
0,,Surface,P,1,6878,
0.0186008,,Surface,P,1,6879,
0,,Surface,P,1,6880,
0,,Surface,P,1,6881,
0,,Surface,P,1,6882,
0,,Surface,P,1,6883,
0,,Surface,P,1,6884,
0,,Surface,P,1,6885,
0,,Surface,P,1,6886,
0,,Surface,P,1,6887,
0,,Surface,P,1,6888,
0.0295757,,Surface,P,1,6889,
0,,Surface,P,1,6890,
0,,Surface,P,1,6891,
0.0309493,,Surface,P,1,6892,
0,,Surface,P,1,6893,
0,,Surface,P,1,6894,
0,,Surface,P,1,6895,
0,,Surface,P,1,6896,
0,,Surface,P,1,6897,
0,,Surface,P,1,6898,
0,,Surface,P,1,6899,
0,,Surface,P,1,6900,
0,,Surface,P,1,6901,
0,,Surface,P,1,6902,
0.00280788,,Surface,P,1,6904,
0,,Surface,P,1,6905,
0,,Surface,P,1,6906,
0,,Surface,P,1,6907,
0,,Surface,P,1,6908,
0,,Surface,P,1,6909,
0,,Surface,P,1,6911,
0,,Surface,P,1,6913,
0,,Surface,P,1,6914,
0,,Surface,P,1,6916,
0,,Surface,P,1,6917,
0,,Surface,P,1,6919,
0,,Surface,P,1,6920,
0.00588538,,Surface,P,1,6921,
0,,Surface,P,1,6922,
0,,Surface,P,1,6923,
0,,Surface,P,1,6924,
0,,Surface,P,1,6927,
0,,Surface,P,1,6929,
0,,Surface,P,1,6930,
0.000254591,,Surface,P,1,6931,
0,,Surface,P,1,6932,
0,,Surface,P,1,6933,
0,,Surface,P,1,6935,
0,,Surface,P,1,6936,
0,,Surface,P,1,6937,
0,,Surface,P,1,6938,
0,,Surface,P,1,6939,
0,,Surface,P,1,6940,
0,,Surface,P,1,6941,
0.0160705,,Surface,P,1,6943,
0,,Surface,P,1,6945,
0,,Surface,P,1,6946,
0,,Surface,P,1,6947,
0,,Surface,P,1,6948,
0,,Surface,P,1,6949,
0,,Surface,P,1,6950,
0,,Surface,P,1,6951,
0,,Surface,P,1,6953,
0,,Surface,P,1,6954,
0,,Surface,P,1,6955,
0,,Surface,P,1,6956,
0,,Surface,P,1,6957,
0,,Surface,P,1,6958,
0,,Surface,P,1,6959,
0,,Surface,P,1,6961,
0,,Surface,P,1,6962,
0,,Surface,P,1,6963,
0,,Surface,P,1,6964,
0.0458981,,Surface,P,1,6965,
0,,Surface,P,1,6966,
0,,Surface,P,1,6967,
0,,Surface,P,1,6968,
0,,Surface,P,1,6969,
0,,Surface,P,1,6970,
0,,Surface,P,1,6972,
0,,Surface,P,1,6973,
0,,Surface,P,1,6974,
0,,Surface,P,1,6976,
0,,Surface,P,1,6977,
0,,Surface,P,1,6979,
0,,Surface,P,1,6980,
8.31597e-05,,Surface,P,1,6981,
0,,Surface,P,1,6982,
0.00994924,,Surface,P,1,6983,
0,,Surface,P,1,6985,
0,,Surface,P,1,6986,
0,,Surface,P,1,6989,
0,,Surface,P,1,6990,
0,,Surface,P,1,6991,
0,,Surface,P,1,6992,
0,,Surface,P,1,6993,
0,,Surface,P,1,6994,
0,,Surface,P,1,6995,
0,,Surface,P,1,6996,
0.0107163,,Surface,P,1,6997,
0.0169889,,Surface,P,1,6998,
0,,Surface,P,1,6999,
0,,Surface,P,1,7000,
0,,Surface,P,1,7001,
0,,Surface,P,1,7002,
0,,Surface,P,1,7004,
0,,Surface,P,1,7005,
0,,Surface,P,1,7006,
0,,Surface,P,1,7008,
0,,Surface,P,1,7010,
0,,Surface,P,1,7011,
0,,Surface,P,1,7012,
0,,Surface,P,1,7013,
0,,Surface,P,1,7014,
0,,Surface,P,1,7015,
0,,Surface,P,1,7016,
0,,Surface,P,1,7019,
0,,Surface,P,1,7020,
0,,Surface,P,1,7021,
0,,Surface,P,1,7022,
0.00345223,,Surface,P,1,7023,
0,,Surface,P,1,7024,
0,,Surface,P,1,7025,
0,,Surface,P,1,7026,
0,,Surface,P,1,7027,
0,,Surface,P,1,7028,
0,,Surface,P,1,7029,
0,,Surface,P,1,7030,
0,,Surface,P,1,7031,
0,,Surface,P,1,7032,
0.0321293,,Surface,P,1,7033,
0,,Surface,P,1,7034,
0,,Surface,P,1,7035,
0,,Surface,P,1,7036,
0,,Surface,P,1,7037,
0,,Surface,P,1,7038,
0.138077,,Surface,P,1,7039,
0,,Surface,P,1,7040,
0,,Surface,P,1,7041,
0,,Surface,P,1,7042,
0,,Surface,P,1,7043,
0,,Surface,P,1,7044,
0,,Surface,P,1,7045,
0,,Surface,P,1,7046,
0,,Surface,P,1,7047,
0,,Surface,P,1,7048,
0,,Surface,P,1,7049,
0,,Surface,P,1,7051,
0,,Surface,P,1,7052,
0,,Surface,P,1,7053,
0.00104272,,Surface,P,1,7054,
0,,Surface,P,1,7056,
0,,Surface,P,1,7059,
0,,Surface,P,1,7060,
0.123523,,Surface,P,1,7061,
0,,Surface,P,1,7063,
0,,Surface,P,1,7064,
0,,Surface,P,1,7065,
0.00691092,,Surface,P,1,7066,
0,,Surface,P,1,7067,
0,,Surface,P,1,7068,
0,,Surface,P,1,7069,
0,,Surface,P,1,7070,
0,,Surface,P,1,7071,
0,,Surface,P,1,7072,
0.000628906,,Surface,P,1,7073,
0,,Surface,P,1,7074,
0,,Surface,P,1,7075,
0.0108009,,Surface,P,1,7076,
0,,Surface,P,1,7077,
0,,Surface,P,1,7078,
0,,Surface,P,1,7079,
0,,Surface,P,1,7080,
0,,Surface,P,1,7084,
0,,Surface,P,1,7085,
0,,Surface,P,1,7086,
0,,Surface,P,1,7088,
0,,Surface,P,1,7089,
0.688958,,Surface,P,1,7090,
0,,Surface,P,1,7091,
0.0793464,,Surface,P,1,7092,
0.00104648,,Surface,P,1,7093,
0,,Surface,P,1,7095,
0,,Surface,P,1,7096,
0,,Surface,P,1,7097,
0,,Surface,P,1,7098,
0,,Surface,P,1,7099,
0,,Surface,P,1,7100,
0,,Surface,P,1,7101,
0,,Surface,P,1,7102,
0,,Surface,P,1,7103,
0,,Surface,P,1,7104,
0,,Surface,P,1,7105,
0,,Surface,P,1,7106,
0,,Surface,P,1,7107,
0,,Surface,P,1,7108,
0,,Surface,P,1,7109,
0.00156851,,Surface,P,1,7110,
0,,Surface,P,1,7111,
0,,Surface,P,1,7112,
0.061705,,Surface,P,1,7113,
0,,Surface,P,1,7114,
0,,Surface,P,1,7115,
0,,Surface,P,1,7116,
0,,Surface,P,1,7117,
0,,Surface,P,1,7118,
0,,Surface,P,1,7119,
0,,Surface,P,1,7120,
0,,Surface,P,1,7121,
0,,Surface,P,1,7122,
0,,Surface,P,1,7123,
0,,Surface,P,1,7124,
0,,Surface,P,1,7125,
0,,Surface,P,1,7126,
0.0117117,,Surface,P,1,7127,
0,,Surface,P,1,7128,
0,,Surface,P,1,7129,
0,,Surface,P,1,7130,
0,,Surface,P,1,7131,
0,,Surface,P,1,7132,
0,,Surface,P,1,7134,
0,,Surface,P,1,7135,
0,,Surface,P,1,7136,
0.0109205,,Surface,P,1,7137,
0,,Surface,P,1,7138,
0,,Surface,P,1,7139,
0,,Surface,P,1,7140,
0,,Surface,P,1,7141,
0,,Surface,P,1,7142,
0,,Surface,P,1,7143,
0,,Surface,P,1,7144,
0,,Surface,P,1,7145,
0,,Surface,P,1,7147,
0,,Surface,P,1,7148,
0,,Surface,P,1,7149,
0,,Surface,P,1,7150,
0.0132471,,Surface,P,1,7151,
0,,Surface,P,1,7152,
0,,Surface,P,1,7154,
0,,Surface,P,1,7155,
0,,Surface,P,1,7156,
0,,Surface,P,1,7158,
0,,Surface,P,1,7159,
0.000773964,,Surface,P,1,7160,
0,,Surface,P,1,7161,
0,,Surface,P,1,7162,
0,,Surface,P,1,7163,
0,,Surface,P,1,7164,
0,,Surface,P,1,7165,
0,,Surface,P,1,7166,
0,,Surface,P,1,7167,
0.0239367,,Surface,P,1,7169,
0,,Surface,P,1,7170,
0,,Surface,P,1,7171,
0,,Surface,P,1,7172,
0,,Surface,P,1,7173,
0,,Surface,P,1,7174,
0.0583384,,Surface,P,1,7175,
0,,Surface,P,1,7176,
0,,Surface,P,1,7177,
0,,Surface,P,1,7178,
0.0882854,,Surface,P,1,7179,
0,,Surface,P,1,7180,
0,,Surface,P,1,7181,
0,,Surface,P,1,7182,
0.00342366,,Surface,P,1,7183,
0,,Surface,P,1,7184,
0,,Surface,P,1,7185,
0,,Surface,P,1,7186,
0,,Surface,P,1,7188,
0.000203747,,Surface,P,1,7189,
0,,Surface,P,1,7190,
0,,Surface,P,1,7191,
0,,Surface,P,1,7192,
0,,Surface,P,1,7193,
0,,Surface,P,1,7194,
0,,Surface,P,1,7195,
0,,Surface,P,1,7196,
0,,Surface,P,1,7197,
0,,Surface,P,1,7198,
0,,Surface,P,1,7199,
0,,Surface,P,1,7200,
0,,Surface,P,1,7203,
0,,Surface,P,1,7204,
0,,Surface,P,1,7205,
0,,Surface,P,1,7206,
0,,Surface,P,1,7207,
0,,Surface,P,1,7208,
0.0185801,,Surface,P,1,7209,
0,,Surface,P,1,7210,
0,,Surface,P,1,7211,
0,,Surface,P,1,7212,
0,,Surface,P,1,7213,
0,,Surface,P,1,7214,
0,,Surface,P,1,7216,
0,,Surface,P,1,7217,
0,,Surface,P,1,7219,
0,,Surface,P,1,7220,
0,,Surface,P,1,7222,
0,,Surface,P,1,7223,
0,,Surface,P,1,7224,
0,,Surface,P,1,7225,
0,,Surface,P,1,7226,
0,,Surface,P,1,7227,
0.030119,,Surface,P,1,7228,
0,,Surface,P,1,7229,
0,,Surface,P,1,7230,
0,,Surface,P,1,7231,
0,,Surface,P,1,7232,
0,,Surface,P,1,7233,
0,,Surface,P,1,7234,
0,,Surface,P,1,7235,
0,,Surface,P,1,7236,
0,,Surface,P,1,7237,
0,,Surface,P,1,7238,
0,,Surface,P,1,7239,
0,,Surface,P,1,7240,
0,,Surface,P,1,7241,
0,,Surface,P,1,7242,
0.142037,,Surface,P,1,7243,
0.0250903,,Surface,P,1,7244,
0,,Surface,P,1,7245,
0,,Surface,P,1,7246,
0,,Surface,P,1,7247,
0,,Surface,P,1,7248,
0,,Surface,P,1,7249,
0,,Surface,P,1,7250,
0,,Surface,P,1,7251,
0,,Surface,P,1,7252,
0,,Surface,P,1,7253,
0.00645271,,Surface,P,1,7254,
0.173605,,Surface,P,1,7255,
0.0189078,,Surface,P,1,7257,
0,,Surface,P,1,7258,
0,,Surface,P,1,7259,
0,,Surface,P,1,7260,
0,,Surface,P,1,7261,
0,,Surface,P,1,7262,
0,,Surface,P,1,7263,
0,,Surface,P,1,7264,
0,,Surface,P,1,7265,
0,,Surface,P,1,7266,
0,,Surface,P,1,7267,
0,,Surface,P,1,7268,
0,,Surface,P,1,7270,
0,,Surface,P,1,7272,
0,,Surface,P,1,7273,
0,,Surface,P,1,7274,
0,,Surface,P,1,7275,
0,,Surface,P,1,7276,
0,,Surface,P,1,7278,
0,,Surface,P,1,7279,
0.00563679,,Surface,P,1,7280,
0.229578,,Surface,P,1,7281,
0,,Surface,P,1,7282,
0.0660969,,Surface,P,1,7283,
0,,Surface,P,1,7284,
0,,Surface,P,1,7285,
0,,Surface,P,1,7286,
0,,Surface,P,1,7287,
0,,Surface,P,1,7288,
0,,Surface,P,1,7290,
0,,Surface,P,1,7291,
0,,Surface,P,1,7292,
0,,Surface,P,1,7293,
0,,Surface,P,1,7294,
0,,Surface,P,1,7295,
0,,Surface,P,1,7296,
0,,Surface,P,1,7297,
0.0783244,,Surface,P,1,7298,
0.00746679,,Surface,P,1,7299,
0,,Surface,P,1,7300,
0,,Surface,P,1,7301,
0,,Surface,P,1,7303,
0,,Surface,P,1,7304,
0,,Surface,P,1,7305,
0,,Surface,P,1,7307,
0.0541231,,Surface,P,1,7308,
0,,Surface,P,1,7309,
0,,Surface,P,1,7310,
0,,Surface,P,1,7311,
0,,Surface,P,1,7312,
0,,Surface,P,1,7313,
0.0162271,,Surface,P,1,7314,
0,,Surface,P,1,7316,
0,,Surface,P,1,7317,
0,,Surface,P,1,7318,
0,,Surface,P,1,7319,
0,,Surface,P,1,7320,
0,,Surface,P,1,7321,
0,,Surface,P,1,7322,
0,,Surface,P,1,7323,
0,,Surface,P,1,7324,
0,,Surface,P,1,7325,
0.00220002,,Surface,P,1,7326,
0,,Surface,P,1,7327,
0,,Surface,P,1,7328,
0,,Surface,P,1,7329,
0.0352319,,Surface,P,1,7330,
0,,Surface,P,1,7331,
0,,Surface,P,1,7332,
0,,Surface,P,1,7333,
0,,Surface,P,1,7334,
0,,Surface,P,1,7335,
0,,Surface,P,1,7336,
0,,Surface,P,1,7337,
0,,Surface,P,1,7338,
0,,Surface,P,1,7339,
0,,Surface,P,1,7340,
0.10348,,Surface,P,1,7341,
0,,Surface,P,1,7342,
0,,Surface,P,1,7343,
0,,Surface,P,1,7344,
0.31802,,Surface,P,1,7345,
0,,Surface,P,1,7346,
0,,Surface,P,1,7347,
0,,Surface,P,1,7348,
0,,Surface,P,1,7349,
0,,Surface,P,1,7350,
0,,Surface,P,1,7352,
0,,Surface,P,1,7353,
0,,Surface,P,1,7354,
0,,Surface,P,1,7355,
0,,Surface,P,1,7356,
0,,Surface,P,1,7357,
0,,Surface,P,1,7358,
0,,Surface,P,1,7359,
0,,Surface,P,1,7360,
0,,Surface,P,1,7361,
0.0224116,,Surface,P,1,7362,
0,,Surface,P,1,7364,
0,,Surface,P,1,7365,
0.0492605,,Surface,P,1,7366,
0,,Surface,P,1,7367,
0,,Surface,P,1,7368,
0,,Surface,P,1,7369,
0,,Surface,P,1,7370,
0,,Surface,P,1,7371,
0,,Surface,P,1,7372,
0,,Surface,P,1,7373,
0,,Surface,P,1,7374,
0,,Surface,P,1,7375,
0,,Surface,P,1,7376,
0,,Surface,P,1,7377,
0,,Surface,P,1,7378,
0,,Surface,P,1,7379,
0,,Surface,P,1,7380,
0,,Surface,P,1,7381,
0,,Surface,P,1,7382,
0,,Surface,P,1,7383,
0,,Surface,P,1,7384,
0,,Surface,P,1,7385,
0.0578349,,Surface,P,1,7386,
0,,Surface,P,1,7387,
0,,Surface,P,1,7388,
0,,Surface,P,1,7389,
0,,Surface,P,1,7391,
0,,Surface,P,1,7392,
0,,Surface,P,1,7393,
0,,Surface,P,1,7394,
0,,Surface,P,1,7395,
0,,Surface,P,1,7396,
0,,Surface,P,1,7397,
0,,Surface,P,1,7398,
0,,Surface,P,1,7399,
0,,Surface,P,1,7400,
0,,Surface,P,1,7401,
0.00867455,,Surface,P,1,7402,
0,,Surface,P,1,7403,
0,,Surface,P,1,7404,
0.166842,,Surface,P,1,7405,
0,,Surface,P,1,7406,
0,,Surface,P,1,7407,
0,,Surface,P,1,7408,
0,,Surface,P,1,7409,
0,,Surface,P,1,7410,
0,,Surface,P,1,7411,
0,,Surface,P,1,7412,
0,,Surface,P,1,7413,
0,,Surface,P,1,7414,
0,,Surface,P,1,7416,
0,,Surface,P,1,7417,
0,,Surface,P,1,7418,
0,,Surface,P,1,7420,
0,,Surface,P,1,7421,
0,,Surface,P,1,7422,
0,,Surface,P,1,7423,
0,,Surface,P,1,7424,
0,,Surface,P,1,7425,
0,,Surface,P,1,7426,
0,,Surface,P,1,7427,
0,,Surface,P,1,7428,
0,,Surface,P,1,7429,
0,,Surface,P,1,7430,
0,,Surface,P,1,7431,
0,,Surface,P,1,7432,
0,,Surface,P,1,7433,
0,,Surface,P,1,7434,
0,,Surface,P,1,7435,
0,,Surface,P,1,7436,
0,,Surface,P,1,7437,
0.0997518,,Surface,P,1,7438,
0,,Surface,P,1,7440,
0,,Surface,P,1,7441,
0,,Surface,P,1,7442,
0,,Surface,P,1,7443,
0,,Surface,P,1,7444,
0,,Surface,P,1,7446,
0,,Surface,P,1,7447,
0,,Surface,P,1,7448,
7.287e-05,,Surface,P,1,7449,
0,,Surface,P,1,7450,
0,,Surface,P,1,7451,
0,,Surface,P,1,7452,
0,,Surface,P,1,7453,
0,,Surface,P,1,7454,
0,,Surface,P,1,7455,
0,,Surface,P,1,7456,
0,,Surface,P,1,7457,
0,,Surface,P,1,7458,
0,,Surface,P,1,7459,
0,,Surface,P,1,7460,
0,,Surface,P,1,7461,
0,,Surface,P,1,7463,
0.00605897,,Surface,P,1,7465,
0.00118939,,Surface,P,1,7466,
0,,Surface,P,1,7467,
0,,Surface,P,1,7469,
0,,Surface,P,1,7471,
0.158606,,Surface,P,1,7472,
0,,Surface,P,1,7473,
0,,Surface,P,1,7474,
0.000194849,,Surface,P,1,7475,
0,,Surface,P,1,7476,
0,,Surface,P,1,7477,
0,,Surface,P,1,7478,
0,,Surface,P,1,7479,
0.00897567,,Surface,P,1,7480,
0,,Surface,P,1,7481,
0,,Surface,P,1,7482,
0,,Surface,P,1,7483,
0.00916013,,Surface,P,1,7484,
0,,Surface,P,1,7485,
0,,Surface,P,1,7486,
0,,Surface,P,1,7487,
0,,Surface,P,1,7488,
0,,Surface,P,1,7489,
0.00510743,,Surface,P,1,7490,
0,,Surface,P,1,7491,
0,,Surface,P,1,7492,
0,,Surface,P,1,7493,
0.0350198,,Surface,P,1,7494,
0,,Surface,P,1,7495,
0,,Surface,P,1,7496,
0,,Surface,P,1,7497,
0.00479166,,Surface,P,1,7498,
0,,Surface,P,1,7499,
0,,Surface,P,1,7500,
0,,Surface,P,1,7501,
0,,Surface,P,1,7502,
0,,Surface,P,1,7503,
0,,Surface,P,1,7504,
0,,Surface,P,1,7505,
0,,Surface,P,1,7506,
0,,Surface,P,1,7507,
0,,Surface,P,1,7508,
0,,Surface,P,1,7510,
0,,Surface,P,1,7511,
0,,Surface,P,1,7512,
0,,Surface,P,1,7513,
0,,Surface,P,1,7514,
0,,Surface,P,1,7515,
0,,Surface,P,1,7516,
0,,Surface,P,1,7517,
0,,Surface,P,1,7518,
0,,Surface,P,1,7519,
0,,Surface,P,1,7521,
0,,Surface,P,1,7522,
0,,Surface,P,1,7523,
0,,Surface,P,1,7524,
0,,Surface,P,1,7526,
0,,Surface,P,1,7527,
0,,Surface,P,1,7528,
0,,Surface,P,1,7529,
0,,Surface,P,1,7530,
0,,Surface,P,1,7531,
0,,Surface,P,1,7532,
0,,Surface,P,1,7533,
0,,Surface,P,1,7534,
0,,Surface,P,1,7535,
0,,Surface,P,1,7536,
0,,Surface,P,1,7537,
0,,Surface,P,1,7538,
0,,Surface,P,1,7539,
0,,Surface,P,1,7540,
0,,Surface,P,1,7541,
0,,Surface,P,1,7542,
0,,Surface,P,1,7543,
0,,Surface,P,1,7544,
0.00647206,,Surface,P,1,7547,
0,,Surface,P,1,7548,
0,,Surface,P,1,7549,
0,,Surface,P,1,7550,
0,,Surface,P,1,7551,
0,,Surface,P,1,7552,
0.0304443,,Surface,P,1,7553,
0,,Surface,P,1,7554,
0,,Surface,P,1,7556,
0,,Surface,P,1,7557,
0,,Surface,P,1,7558,
0,,Surface,P,1,7559,
0,,Surface,P,1,7560,
0,,Surface,P,1,7561,
0,,Surface,P,1,7562,
0,,Surface,P,1,7563,
0,,Surface,P,1,7564,
0,,Surface,P,1,7565,
0.0331291,,Surface,P,1,7566,
0,,Surface,P,1,7568,
0,,Surface,P,1,7569,
0.00874805,,Surface,P,1,7570,
0,,Surface,P,1,7571,
0,,Surface,P,1,7572,
0.055186,,Surface,P,1,7573,
0.076844,,Surface,P,1,7574,
0,,Surface,P,1,7575,
0,,Surface,P,1,7577,
0.0247017,,Surface,P,1,7578,
0,,Surface,P,1,7579,
0,,Surface,P,1,7580,
0,,Surface,P,1,7581,
0,,Surface,P,1,7582,
0,,Surface,P,1,7583,
0,,Surface,P,1,7584,
0,,Surface,P,1,7585,
0,,Surface,P,1,7586,
0,,Surface,P,1,7587,
0,,Surface,P,1,7588,
0,,Surface,P,1,7589,
0,,Surface,P,1,7590,
0.0313081,,Surface,P,1,7591,
0,,Surface,P,1,7592,
0,,Surface,P,1,7594,
0,,Surface,P,1,7595,
0,,Surface,P,1,7596,
0,,Surface,P,1,7597,
0.0022914,,Surface,P,1,7598,
0,,Surface,P,1,7599,
0,,Surface,P,1,7600,
0.00599422,,Surface,P,1,7601,
0,,Surface,P,1,7602,
0.0369552,,Surface,P,1,7603,
0,,Surface,P,1,7604,
0,,Surface,P,1,7605,
0,,Surface,P,1,7606,
0.00573777,,Surface,P,1,7607,
0.114709,,Surface,P,1,7608,
0,,Surface,P,1,7609,
0,,Surface,P,1,7610,
0,,Surface,P,1,7611,
0,,Surface,P,1,7612,
0,,Surface,P,1,7613,
0,,Surface,P,1,7616,
0,,Surface,P,1,7617,
0,,Surface,P,1,7618,
0,,Surface,P,1,7619,
0,,Surface,P,1,7620,
0,,Surface,P,1,7621,
0,,Surface,P,1,7622,
0,,Surface,P,1,7623,
0,,Surface,P,1,7624,
0,,Surface,P,1,7625,
0,,Surface,P,1,7627,
0,,Surface,P,1,7628,
0,,Surface,P,1,7629,
0,,Surface,P,1,7630,
0,,Surface,P,1,7631,
0,,Surface,P,1,7632,
